0,1556,-9212,13624,561,676,-1726,1439960983.9403801
1,1344,-8844,13264,-12,-879,-498,1439960984.43891
2,2968,-9364,13408,-938,-795,404,1439960984.572958
3,2472,-9184,12892,129,-255,310,1439960984.7083559
4,1588,-9680,13120,-589,614,1318,1439960984.8434739
5,1392,-9604,12996,283,-750,2185,1439960984.9784291
6,1788,-9492,12992,-1723,-844,4130,1439960985.1134081
7,100,-10724,12692,-1933,266,5220,1439960985.248486
8,-220,-10976,12524,-1767,-533,6394,1439960985.383383
9,-1304,-10452,12304,38,-1214,2030,1439960985.5184059
10,-1028,-10916,12048,875,-208,496,1439960985.6533971
11,1228,-5500,6384,1703,-3053,-977,1439960985.788388
12,2540,-5560,8356,6516,-5129,-1410,1439960985.9233799
13,5460,-6280,9228,18932,-9959,-5100,1439960986.058393
14,7500,-312,14068,25395,-12599,-5084,1439960986.1933751
15,5016,4664,11888,29854,-12605,-11396,1439960986.3283241
16,11068,12752,8668,21176,-7906,-12046,1439960986.4633689
17,6864,18876,4176,9818,3507,-3777,1439960986.598258
18,7880,19504,828,1499,-4245,1348,1439960986.7334521
19,7344,18192,156,-278,-4670,305,1439960986.868434
20,8228,19060,3064,-693,2633,-493,1439960987.00333
21,10880,21948,256,2107,15880,2965,1439960987.1384411
22,6208,22412,1028,-1264,174,-701,1439960987.2733331
23,7204,19192,1656,-1512,-4142,737,1439960987.40885
24,6608,15960,1588,-2931,-3645,1224,1439960987.543474
25,6320,11900,1288,-5169,-2853,691,1439960987.6783979
26,6312,11436,1660,-7299,-81,2066,1439960987.8134921
27,7596,9948,3000,-6360,-1915,-469,1439960987.948276
28,8392,12168,4112,-4481,-4111,-6802,1439960988.083426
29,7560,14804,4368,-4214,-3505,-8458,1439960988.2184939
30,5652,13912,6664,-3936,-5393,-8136,1439960988.3533621
31,4276,13412,8072,-3127,-4884,-5653,1439960988.488414
32,3148,12096,9756,-3462,-3910,-399,1439960988.623457
33,3392,11200,9912,-3391,-3138,2914,1439960988.758472
34,6068,11180,9928,-1874,-3511,5473,1439960988.8933611
35,8700,9616,10152,602,-425,7580,1439960989.0284779
36,7608,8676,11028,494,-3936,7601,1439960989.163367
37,9664,9564,7808,4185,-580,3987,1439960989.2985041
38,6476,12332,5308,4648,1873,-576,1439960989.4334221
39,6212,15292,6176,2402,497,-3509,1439960989.568403
40,5776,16484,8708,1099,-1641,-933,1439960989.7034719
41,7824,17040,8628,-1018,-6051,1152,1439960989.838552
42,7388,18500,6212,-1499,2496,9997,1439960989.9734859
43,7100,14896,2792,-760,7770,12880,1439960990.108495
44,5368,6468,6936,6580,6449,4133,1439960990.2434239
45,3760,5712,14556,2380,-26480,-19077,1439960990.3785
46,21208,13824,-1340,-8527,-332,-950,1439960990.51355
