0,11136,-5324,15504,-3148,-17,5113,1439906689.767622
1,6984,-10896,10840,-3273,2,3961,1439906690.2971909
2,6400,-11284,10248,-804,1510,89,1439906690.431885
3,5488,-11652,10232,-173,791,-2194,1439906690.566926
4,6072,-11372,10452,710,479,-1315,1439906690.7016139
5,6088,-10716,10684,1996,-1095,101,1439906690.836786
6,4620,-10624,11000,522,-1556,2592,1439906690.9719329
7,5476,-10624,10808,-188,-1046,3818,1439906691.1070001
8,5788,-10972,11024,-158,-1090,4543,1439906691.2416551
9,4588,-9240,8200,3115,-2495,-3945,1439906691.377002
10,3832,-5352,7840,7410,-5504,-2244,1439906691.511925
11,4832,2956,5476,5366,-4704,-12761,1439906691.646888
12,10256,2472,4356,17071,-5202,32768,1439906691.781944
13,19152,16512,8664,26832,9970,-30593,1439906691.917099
14,7108,17092,6716,17862,13701,-3202,1439906692.051914
15,-548,23744,364,1445,12005,1875,1439906692.1870439
16,-3208,24276,516,-1342,-1677,567,1439906692.3216679
17,780,21600,4496,-3635,-11950,426,1439906692.4570341
18,3916,26560,4144,349,-1910,451,1439906692.59215
19,-680,23040,-940,703,3163,1504,1439906692.7271421
20,1508,20496,-304,1759,6160,-1893,1439906692.862087
21,252,13312,1556,-421,-3737,-2531,1439906692.9971311
22,1712,11428,-496,-5232,-1803,-622,1439906693.132066
23,3324,13484,1060,-6945,-5319,-2446,1439906693.26704
24,1572,13408,4396,-8200,-8830,-1449,1439906693.4018149
25,1740,12600,8036,-1293,-12281,-1689,1439906693.537077
26,2808,12624,9424,512,-10749,-1099,1439906693.7397089
27,4536,14616,10336,-2264,-1293,2417,1439906693.8747129
28,7320,11620,9608,-1395,-1032,7562,1439906694.0098591
29,9184,8080,7084,2412,4623,9987,1439906694.1446309
30,11000,9488,8380,7303,3209,5507,1439906694.2798541
31,3960,9764,-464,5784,294,-5560,1439906694.4145949
32,60,18700,4980,1623,2556,-9408,1439906694.54985
33,632,17240,7488,2388,-1332,-2814,1439906694.6847949
34,-476,20668,7196,-363,2517,-3853,1439906694.8197429
35,380,22576,5708,1157,-1826,4869,1439906694.954706
36,3168,17404,1788,-1267,10328,13186,1439906695.08988
37,7244,8484,4524,3541,-2379,-1864,1439906695.2247529
38,7204,12792,7540,9942,-8797,-13105,1439906695.3598051
39,6932,16216,9684,4590,-13535,-6213,1439906695.494843
40,9076,14880,5304,-3190,-31772,8717,1439906695.629844
41,4264,21996,-4820,6255,-24176,15722,1439906695.7648871
42,6480,10512,376,6368,-9835,6057,1439906695.8998389
43,10172,13524,-4152,-2498,7372,-781,1439906696.0348411
44,5788,14700,-1892,-2941,2890,-624,1439906696.169965
45,3204,15172,-368,-2835,9737,-10493,1439906696.3050089
46,3160,16800,-1204,-3180,10461,-14516,1439906696.440058
47,1224,18044,2220,-899,882,-16044,1439906696.5749531
48,6488,18500,3632,-126,-12766,-8415,1439906696.7099061
49,2068,15988,2536,-217,-7916,15,1439906696.8449471
50,-1968,15676,4188,-109,-8842,8983,1439906696.9799731
51,-800,16760,4928,-1164,-4629,6906,1439906697.1149261
52,-140,17880,1852,-3625,-16316,-3619,1439906697.2501049
53,5468,18960,-88,-6150,-25237,-6072,1439906697.3850541
54,5656,14584,-860,-4823,-20199,-3302,1439906697.520057
