0,8688,16256,6972,1648,4159,5567,1439951612.89411
1,12752,10660,6504,1804,-6465,1843,1439951613.434371
2,10612,10048,5708,1385,-1593,-588,1439951613.569051
3,10668,9492,7916,1259,1631,-2822,1439951613.703938
4,4708,12308,-4036,-6506,-14164,-821,1439951613.8391371
5,7724,1876,-644,26981,26946,-22658,1439951613.974088
6,3844,15568,5432,13659,23747,-10247,1439951614.109051
7,1220,28276,1524,1141,-4415,-6928,1439951614.2440691
8,-2836,23120,8068,-6056,-22444,-1715,1439951614.3789849
9,4828,29240,11396,1554,4297,-790,1439951614.514672
10,11188,21552,2644,-9278,8514,20582,1439951614.7165191
11,3848,2600,2844,-20026,21396,14580,1439951614.851505
12,-5136,-3608,1828,-17208,2253,8003,1439951615.05392
13,6508,-3552,748,2659,1619,-10181,1439951615.1890271
14,6116,5968,10468,18484,-1201,-15684,1439951615.3240409
15,25472,32348,-1920,-452,-18812,-7141,1439951615.458997
16,2256,6292,1840,-4812,10492,27966,1439951615.593956
17,-8540,-3244,10344,22845,-10965,-21825,1439951615.729003
18,10780,12412,4076,-7731,16635,3548,1439951615.8639519
19,11620,4232,11784,-4212,-843,470,1439951615.9989901
20,11328,7864,9388,-3576,3145,174,1439951616.1340029
21,10272,6580,11824,-3717,1281,-1717,1439951616.268837
22,12460,7584,8556,-4295,607,-1257,1439951616.4040179
23,13756,5996,4372,4377,-268,-3885,1439951616.539361
24,13252,12240,536,26107,2803,-2655,1439951616.673934
25,12388,18160,2464,23546,29079,-3663,1439951616.8089981
26,6992,17264,2664,11313,27818,2530,1439951616.9439559
27,3572,18448,2900,8181,12981,-5770,1439951617.0790131
28,3412,11836,1528,5586,14336,-4804,1439951617.21399
29,5960,15092,2424,1281,13461,-847,1439951617.349005
30,6864,21196,2256,-1554,4126,8151,1439951617.484416
31,5004,16880,556,-1594,11969,14058,1439951617.6189351
32,4000,12008,764,-2909,881,8110,1439951617.7538941
33,2856,13920,976,-671,654,302,1439951617.888968
34,6840,24132,1072,1252,-6223,-13114,1439951618.023982
0,5512,14416,4444,-6644,2796,6691,1439951646.310967
1,7984,10596,7684,-2204,-2618,5046,1439951646.441788
2,11820,11368,9328,-11965,-8151,-186,1439951646.576582
3,9020,12424,4884,-4077,5472,166,1439951646.7115281
4,5836,14748,6768,405,3791,-1474,1439951646.8463781
5,6464,9700,13408,1,-9056,2272,1439951646.9815559
6,9664,10060,7568,1372,-4268,708,1439951647.116416
7,9580,9844,8240,19,-1328,-663,1439951647.2513001
8,8556,8868,5336,-4005,-8027,-166,1439951647.3866479
9,5492,-1744,-7132,14085,-4764,-2862,1439951647.589154
